35,16,608,389,2706,2102,5364,3580
22,32,601,393,2699,2101,5367,3589
34,17,610,379,2696,2106,5365,3595
35,30,598,393,2704,2105,5362,3602
39,27,602,401,2698,2099,5371,3597
40,26,611,389,2703,2096,5366,3587
37,16,606,388,2689,2098,5364,3599
30,16,609,390,2703,2097,5365,3580
31,13,605,397,2703,2105,5375,3590
36,32,603,371,2706,2105,5361,3592
34,18,604,410,2705,2099,5364,3596
39,28,601,392,2714,2108,5369,3591
39,27,602,385,2708,2079,5373,3591
38,21,607,390,2692,2079,5381,3593
35,14,610,385,2707,2083,5358,3589
37,26,591,388,2705,2075,5368,3582
32,31,605,373,2703,2086,5369,3593
37,28,608,389,2698,2101,5366,3582
36,19,605,382,2696,2088,5365,3601
39,24,605,394,2707,2082,5368,3595
19,22,606,388,2704,2104,5367,3594
37,28,597,390,2712,2102,5368,3588
46,16,621,385,2709,2090,5368,3597
29,18,609,392,2709,2106,5372,3596
35,30,603,385,2706,2112,5370,3584
29,20,607,380,2932,2495,5362,3596
39,22,603,391,2935,2413,5373,3600
37,17,607,384,2959,2498,5368,3587
36,23,606,387,2718,2016,5370,3590
34,28,619,382,2715,2042,5377,3593
39,23,601,379,2700,1992,5374,3592
34,22,613,388,2709,2041,5371,3602
33,15,606,394,2710,2067,5372,3589
28,14,596,374,2701,2059,5371,3593
41,28,601,387,2702,2065,5360,3584
39,21,605,395,2698,2054,5376,3594
42,24,609,385,2692,2044,5373,3594
45,13,606,389,2696,2057,5377,3589
38,35,605,381,2685,2001,5372,3592
33,12,606,383,2677,1979,5363,3606
35,16,607,401,2677,2021,5376,3577
41,30,608,390,2685,2011,5373,3598
34,26,610,382,2675,1969,5377,3587
41,31,606,398,2683,1954,5375,3593
37,25,606,389,2680,1964,5391,3690
38,26,611,382,2680,1970,5580,3939
42,19,601,378,2679,1992,5538,3807
30,24,600,385,2688,1963,5510,3888
38,23,608,399,2676,1955,5509,3722
33,25,600,378,2690,1824,5416,3621
38,17,607,365,2690,1833,5410,3652
36,20,603,389,2694,1805,5405,3639
37,18,598,382,2691,1857,5401,3637
37,25,615,389,2704,2149,5398,3641
40,28,605,385,2713,2152,5404,3688
36,10,604,376,2721,2231,5448,3735
42,23,606,381,2728,2226,5452,3718
41,17,603,385,2734,2273,5476,3789
36,9,605,391,2737,2284,5513,3823
32,32,607,384,2729,2405,5509,3786
35,16,602,383,4203,24677,5497,3781
53,33,604,387,12866,28041,5495,3779
37,15,598,390,11249,16280,5460,3725
37,27,605,382,5878,12061,5459,3755
34,28,591,384,6137,13623,5444,3691
38,27,605,392,5300,6510,5436,3684
36,12,608,369,3570,3547,5444,3716
37,24,598,387,3432,4023,5469,3742
34,15,603,388,3923,3532,5469,3751
46,31,605,375,3630,3053,5476,3752
33,24,606,388,3703,3781,5489,3758
35,27,604,392,3873,4136,5502,3855
34,18,616,391,4154,4904,5488,3756
34,23,602,383,4580,5137,5471,3747
34,27,601,387,5076,8842,5466,3716
39,17,604,385,9490,14410,5449,3703
37,29,607,377,3546,4389,5444,3698
40,30,605,386,3162,4353,5431,3682
25,20,611,400,3185,4412,5431,3683
36,26,631,388,2951,3016,5435,3688
40,18,612,396,2725,2082,5430,3669
39,24,608,379,2697,1871,5424,3672
39,11,610,376,2686,1838,5427,3668
32,27,603,391,2683,1792,5427,3659
41,23,610,393,2681,1785,5423,3677
38,20,608,375,2675,1780,5434,3685
39,26,600,389,2684,1783,5438,3692
35,30,603,395,2675,1786,5439,3700
38,22,605,384,2684,1820,5446,3716
33,19,603,384,2704,1830,5450,3701
46,22,608,382,2721,1815,5446,3701
45,18,610,380,2704,1794,5437,3699
40,12,606,392,2710,1788,5443,3703
40,21,605,397,2691,1785,5428,3690
34,24,597,387,2698,1789,5430,3683
37,18,602,392,2691,1790,5434,3684
40,15,600,388,2693,1771,5432,3666
35,30,601,374,2692,1783,5429,3688
29,21,608,385,2688,1786,5434,3701
37,22,596,388,2694,1782,5446,3713
37,19,607,395,2694,1791,5452,3709
37,14,610,373,2688,1780,5484,3706
36,26,608,396,2683,1786,5447,3693
41,25,605,396,2690,1789,5431,3680
36,19,605,396,2688,1786,5422,3673
43,21,612,388,2686,1790,5426,3674
38,16,604,386,2685,1784,5440,3676
39,16,604,374,2689,1791,5416,3674
33,24,604,395,2691,1791,5416,3671
42,16,608,387,2684,1779,5423,3666
43,21,595,391,2690,1792,5410,3649
34,19,604,386,2693,1774,5426,3637
20,23,608,386,2680,1789,5413,3660
37,16,606,385,2683,1786,5413,3675
37,24,605,384,2685,1790,5428,3682
37,25,603,383,2686,1778,5422,3684
43,24,602,391,2701,2815,5427,3665
37,26,607,393,8354,15336,5408,3672
35,28,610,382,4119,6009,5412,3658
37,30,605,388,3474,7784,5413,3642
53,24,601,386,3937,8280,5408,3655
36,22,604,381,3301,2592,5408,3648
36,18,610,389,2692,1806,5411,3642
33,27,606,393,2681,1779,5410,3651
44,26,610,384,2675,1771,5400,3635
36,19,612,396,2680,1783,5392,3645
32,20,609,387,2680,1781,5408,3657
36,18,601,380,2674,1775,5424,3658
37,27,605,377,2680,1782,5408,3650
34,26,605,379,2681,1775,5408,3650
38,19,601,380,2678,1781,5412,3622
39,24,605,384,2674,1787,5401,3635
37,20,607,383,2689,1785,5396,3616
37,18,611,385,2684,1770,5395,3631
44,25,617,391,2690,1776,5398,3629
33,32,607,388,2688,1784,5391,3627
36,25,607,393,2688,1784,5393,3625
33,34,607,394,2693,1778,5387,3621
48,25,609,389,2684,1775,5391,3632
30,17,607,383,2692,1767,5386,3627
30,32,597,373,2682,1781,5383,3617
43,25,595,393,2674,1774,5394,3637
41,28,607,376,2689,1779,5392,3641
31,37,606,393,2690,1770,5397,3651
40,29,605,379,2685,1782,5404,3648
36,27,596,391,2690,1790,5405,3645
35,22,602,394,2684,1786,5396,3640
34,15,604,387,2683,1785,5393,3632
34,22,604,390,2687,1779,5389,3627
43,26,600,396,2687,1778,5401,3622
31,40,601,386,2677,1784,5390,3629
35,16,611,386,2682,1783,5394,3620
41,20,626,388,2687,1785,5395,3613
38,21,612,390,2684,1769,5391,3621
40,29,605,367,2681,1773,5390,3629
35,30,603,391,2683,1773,5390,3626
30,41,602,378,2686,1790,5394,3629
38,16,609,384,2743,2982,5393,3637
39,26,610,389,3021,6716,5399,3642
32,26,609,396,3582,5985,5396,3647
45,18,604,399,3748,9995,5409,3649
41,25,597,387,2991,4158,5404,3656
38,17,604,396,2933,3730,5389,3643
36,28,603,373,2887,3438,5394,3637
39,20,606,382,2929,4138,5393,3645
42,21,605,386,3312,6061,5398,3633
30,12,601,394,4168,8800,5392,3639
41,18,615,369,5340,13769,5397,3641
25,25,609,392,6986,16393,5393,3635
33,21,608,384,6901,16139,5398,3626
36,27,608,396,7288,16810,5395,3623
36,25,605,385,7103,16573,5391,3625
34,30,613,391,7596,18228,5396,3637
36,15,609,386,8351,20608,5390,3621
30,22,605,388,8981,20433,5389,3633
33,27,611,385,8282,19509,5389,3645
41,23,602,389,8271,19241,5399,3642
39,24,610,386,8501,19765,5396,3654
25,22,605,380,8639,20203,5404,3646
41,24,638,391,8827,20798,5405,3641
36,32,601,388,9070,21732,5405,3643
32,14,607,393,9242,22098,5395,3642
29,23,607,385,9311,20400,5388,3628
36,26,601,388,5409,3685,5392,3632
40,12,607,391,2749,2025,5398,3626
35,30,608,388,2688,1881,5388,3644
35,32,606,388,2683,1819,5390,3638
35,20,605,381,2697,1789,5397,3626
46,27,609,378,2690,1794,5399,3637
37,26,607,379,2696,1794,5396,3639
38,30,606,383,2684,1783,5399,3665
22,19,593,388,2691,1795,5408,3643
40,17,606,382,2693,1793,5404,3649
37,13,608,391,2698,1802,5399,3642
36,21,607,389,2696,1846,5397,3644
38,23,608,387,2698,1825,5398,3643
38,22,585,398,2705,1851,5394,3638
39,27,603,391,2697,1817,5393,3631
34,13,610,404,2699,1819,5392,3641
35,27,614,389,2702,1806,5396,3632
38,31,611,390,2690,1817,5392,3622
36,18,608,387,2702,1857,5394,3638
33,23,609,384,2703,2041,5392,3629
43,17,606,385,3127,26893,5397,3625
40,38,609,387,11909,33759,5391,3628
41,18,608,375,19296,35031,5385,3635
35,24,620,387,6044,9782,5384,3629
33,22,610,386,4837,11603,5393,3625
39,23,611,384,5408,10430,5381,3639
37,22,605,368,4430,4595,5393,3637
34,22,619,393,3148,3715,5406,3643
32,17,607,395,4126,7908,5399,3637
39,30,606,395,7584,14615,5404,3645
33,21,599,388,9521,9164,5403,3632
34,23,605,389,5127,6958,5404,3631
34,23,614,395,5590,7732,5396,3629
32,21,605,389,4977,5772,5395,3639
30,16,611,382,3018,2208,5389,3634
32,18,608,398,2700,1880,5389,3631
40,22,611,382,2702,1879,5390,3627
38,17,615,380,2693,1899,5393,3638
42,22,604,395,2698,1871,5406,3662
42,32,610,392,2699,1812,5408,3646
34,24,605,394,2699,1784,5400,3650
40,23,602,396,2696,1786,5411,3644
32,21,611,380,2709,1801,5402,3645
37,14,604,385,2704,1831,5402,3645
29,35,604,383,2708,1860,5402,3618
45,14,602,386,2708,2100,5397,3635
46,35,607,383,2899,5605,5382,3642
38,30,604,391,3100,2457,5399,3622
33,26,611,390,2706,1866,5398,3633
41,19,608,386,2700,1864,5395,3622
36,26,614,371,2702,1857,5395,3628
35,30,600,384,2699,1841,5388,3631
45,31,612,388,2687,1846,5386,3625
38,24,603,383,2701,1870,5400,3638
36,27,606,391,2703,2007,5385,3638
26,38,608,382,3088,9210,5391,3627
38,28,610,395,4937,12103,5391,3631
37,18,612,387,6816,23411,5386,3635
32,23,607,387,5888,8035,5391,3643
42,25,601,388,3434,5354,5394,3632
33,26,606,395,3287,5642,5401,3648
37,24,610,383,3591,7120,5399,3640
37,17,606,390,3693,5781,5398,3643
33,28,599,392,3210,3391,5395,3637
37,24,597,381,2961,3134,5379,3641
39,26,610,384,4241,5728,5373,3629
31,26,610,379,5511,7168,5387,3633
35,17,603,384,4858,5974,5390,3622
35,31,606,381,4797,5596,5393,3621
36,27,618,387,4313,4025,5385,3619
38,24,605,388,3519,3523,5383,3619
40,19,609,389,6357,6938,5380,3635
36,20,623,376,3901,4250,5391,3624
38,25,607,385,3900,4486,5383,3625
41,29,604,382,4052,4595,5381,3631
43,15,608,375,4031,4588,5386,3636
37,26,609,385,4047,4591,5396,3642
34,18,609,384,4035,4551,5400,3636
37,23,611,386,4028,4544,5402,3646
27,22,611,390,4027,4550,5403,3650
37,21,606,396,4015,4534,5386,3606
35,21,599,387,4015,4535,5389,3628
33,29,607,391,4014,4541,5393,3624
35,16,595,371,4012,4526,5387,3621
37,15,615,384,4013,4546,5389,3632
37,27,609,386,4024,4507,5396,3649
38,18,607,389,4026,4769,5401,3635
33,19,610,381,4286,2608,5388,3625
44,27,605,395,2699,1839,5387,3616
30,20,613,394,2689,1810,5386,3618
40,27,603,401,2683,1784,5375,3628
49,29,607,382,2689,1783,5385,3623
36,25,604,387,2694,1785,5389,3625
36,21,612,384,2691,1779,5403,3637
39,19,610,384,2695,1791,5396,3660
45,24,607,387,2692,1783,5401,3653
34,28,610,386,2686,1773,5395,3645
36,20,606,392,2698,1795,5398,3646
27,18,602,386,2692,1772,5393,3627
38,33,605,380,2691,1780,5390,3638
33,23,610,385,2692,1780,5390,3621
24,24,610,384,2687,1781,5387,3617
38,14,606,386,2689,1791,5395,3618
38,23,603,387,2702,1795,5379,3629
34,28,607,391,2703,1787,5407,3641
36,15,603,376,2697,1780,5406,3650
37,25,611,391,2699,1779,5396,3645
36,19,608,386,2691,1797,5399,3641
43,23,605,379,2702,1810,5402,3630
50,22,602,410,2701,1792,5369,3627
37,23,607,396,2701,1790,5386,3618
40,28,601,387,2700,1790,5387,3631
35,27,600,387,2714,1792,5381,3623
43,11,610,386,2694,1797,5382,3631
31,16,601,389,2704,1798,5387,3633
31,22,607,383,2700,1795,5385,3620
24,21,611,386,2699,1784,5382,3632
35,23,608,381,2704,1788,5381,3630
42,28,610,381,2707,1789,5381,3628
33,24,603,393,2702,1790,5386,3623
32,22,606,391,2698,1796,5392,3635
38,20,608,388,2708,1798,5389,3644
36,25,609,381,2705,1797,5369,3646
34,25,602,378,2711,1806,5394,3638
34,25,612,377,2706,1793,5384,3635
38,29,616,383,2710,1782,5393,3635
35,31,607,378,2711,1802,5386,3622
35,21,609,392,2706,1797,5387,3621
35,25,608,383,2708,1785,5385,3618
36,21,614,396,2713,1802,5381,3626
40,17,603,389,2714,1802,5387,3616
34,19,611,392,2705,1796,5384,3624
31,22,607,400,2709,1801,5385,3625
53,6,604,380,2711,1785,5392,3626
35,20,604,389,2713,1796,5390,3628
28,32,611,381,2702,1791,5388,3609
30,27,612,382,2711,1808,5387,3620
34,29,603,388,2709,1820,5397,3634
40,17,619,390,2713,1809,5402,3650
38,33,610,394,2717,1793,5408,3651
39,28,615,382,2725,1795,5402,3651
49,22,612,395,2705,1800,5402,3648
36,14,610,388,2706,1794,5401,3657
31,25,612,392,2702,1797,5398,3630
35,27,605,388,2706,1787,5394,3634
28,21,603,381,2705,1799,5392,3628
29,9,613,381,2707,1802,5385,3627
32,27,615,391,2710,1806,5391,3624
40,36,612,376,2713,1792,5388,3622
38,25,602,398,2692,1798,5386,3621
33,32,611,383,2705,1794,5387,3614
36,22,610,388,2701,1811,5382,3615
39,20,602,379,2717,1934,5382,3632
34,22,611,389,2719,1993,5385,3623
30,25,611,378,2739,2003,5379,3634
37,29,603,381,2733,1919,5395,3634
39,24,612,394,2738,1857,5392,3638
34,27,605,391,2726,1829,5396,3633
37,23,598,401,2737,1832,5393,3624
28,23,621,386,2729,1838,5390,3640
42,17,608,392,2731,1836,5390,3634
33,29,601,379,2759,1849,5386,3617
42,22,611,395,2730,1835,5385,3625
38,18,603,392,2737,1827,5384,3622
39,21,595,404,2720,1835,5381,3619
15,17,603,371,2728,1819,5375,3614
43,35,606,381,2739,1835,5382,3616
26,13,607,382,2740,1819,5385,3632
34,32,612,388,2741,1822,5385,3626
29,25,611,386,2737,1822,5394,3628
29,19,590,392,2738,1818,5384,3646
33,18,608,376,2731,1822,5403,3640
33,14,605,386,2720,1825,5395,3642
41,19,606,385,2733,1835,5390,3629
41,23,608,384,2742,1839,5387,3633
37,19,589,371,2743,1825,5384,3633
41,18,604,375,2748,1841,5387,3624
29,30,623,369,2746,1841,5389,3632
47,28,603,392,2751,1833,5385,3618
46,32,611,377,2760,1843,5389,3611
35,13,602,385,2767,1854,5388,3629
54,28,617,377,2765,1851,5387,3618
22,24,610,394,2755,1832,5384,3622
56,21,614,387,2772,1838,5381,3629
32,32,605,382,2764,1838,5412,3625
38,23,609,388,2762,1842,5391,3622
35,32,608,380,2790,1848,5396,3618
46,29,604,375,2768,1845,5392,3624
39,23,609,369,2761,1847,5385,3625
37,22,592,386,2759,1845,5383,3616
41,13,612,384,2759,1837,5383,3608
34,29,606,382,2766,1851,5370,3618
36,12,602,385,2759,1843,5387,3617
38,23,610,393,2760,1845,5375,3604
38,28,610,388,2758,1845,5382,3617
37,16,610,384,2762,1833,5380,3613
42,24,604,386,2765,1831,5386,3595
37,26,604,384,2757,1845,5384,3618
36,14,617,396,2756,1842,5386,3613
40,30,606,380,2764,1835,5389,3616
30,30,606,379,2759,1851,5386,3618
36,27,611,385,2764,1841,5393,3634
40,23,614,368,2764,1848,5392,3629
35,19,602,387,2753,1856,5385,3611
36,19,613,384,2773,1854,5386,3633
35,33,607,381,2747,1849,5385,3606
19,27,604,386,2759,1843,5382,3611
37,21,602,381,2757,1841,5390,3608
38,30,606,386,2755,1844,5377,3618
34,14,612,395,2760,1839,5374,3607
33,25,607,392,2746,1846,5366,3616
33,27,607,392,2765,1844,5387,3618
40,15,601,395,2757,1832,5390,3621
40,19,607,391,2763,1851,5384,3633
34,30,604,392,2757,1844,5387,3629
29,24,611,380,2762,1844,5385,3616
35,16,602,389,2762,1842,5387,3620
31,22,607,385,2760,1829,5386,3613
38,18,609,389,2760,1852,5381,3614
32,17,610,378,2762,1838,5386,3613
31,24,603,397,2761,1839,5384,3620
40,19,596,384,2760,1843,5392,3612
36,18,601,386,2773,1842,5376,3611
38,34,611,394,2766,1835,5377,3606
40,18,603,386,2761,1849,5381,3606
37,6,608,381,2767,1845,5376,3614
38,29,605,383,2766,1848,5376,3623
34,13,621,398,2761,1839,5372,3614
43,26,604,380,2765,1845,5382,3621
37,12,604,390,2770,1829,5382,3611
38,15,618,379,2762,1835,5390,3622
39,19,600,389,2769,1830,5382,3640
43,18,607,376,2759,1844,5377,3607
39,27,604,394,2767,1851,5377,3612
31,22,608,390,2758,1836,5372,3611
41,18,619,381,2764,1841,5377,3604
38,17,607,389,2765,1851,5378,3595
39,18,609,392,2760,1840,5376,3607
39,37,609,382,2767,1848,5388,3618
41,40,610,378,2764,1842,5388,3613
39,27,613,391,2766,1846,5385,3621
37,25,602,396,2774,1837,5385,3623
40,25,613,382,2766,1841,5386,3613
41,21,601,378,2767,1844,5387,3621
37,25,605,388,2776,1848,5388,3621
42,29,609,382,2763,1849,5380,3621
38,24,600,387,2764,1851,5387,3612
34,23,613,390,2770,1842,5378,3616
27,23,617,391,2757,1840,5383,3617
44,17,604,397,2764,1845,5384,3605
37,20,603,390,2767,1853,5382,3608
40,26,605,392,2762,1839,5368,3607
68,36,605,391,2773,1840,5371,3615
32,25,610,403,2766,1854,5367,3608
35,11,597,401,2761,1844,5387,3618
39,30,608,387,2788,1854,5393,3649
46,17,602,392,2768,1846,5400,3634
36,37,610,390,2773,1850,5394,3632
35,20,600,390,2781,1860,5386,3629
38,26,615,390,2785,1879,5386,3612
36,22,596,396,2790,1867,5380,3619
35,20,612,396,2792,1862,5391,3630
42,31,611,372,2784,1865,5376,3616
32,14,608,401,2788,1865,5371,3601
38,31,603,384,2784,1867,5361,3603
30,24,603,379,2784,1861,5394,3673
37,22,609,393,2793,1871,5384,3659
61,16,608,391,2791,1876,5376,3671
51,35,603,382,2799,1875,5376,3684
45,28,605,387,2792,1877,5395,3738
35,15,617,379,2789,1864,5389,3748
38,21,609,383,2790,1873,5381,3762
50,33,612,384,2792,1866,5387,3739
46,18,607,383,2793,1868,5383,3756
35,32,609,384,2790,1870,5392,3754
18,22,616,389,2799,1878,5392,3754
38,30,612,384,2795,1884,5384,3757
42,26,607,398,2805,1873,5385,3760
28,17,645,387,2798,1896,5387,3762
42,30,607,385,2819,1883,5384,3753
36,18,607,393,2820,1880,5378,3763
42,17,612,384,2815,1892,5394,3804
35,44,604,384,2812,1899,5388,3776
43,8,602,380,2800,1887,5399,3808
34,23,609,371,2815,1904,5390,3799
7,30,609,379,2817,1884,5391,3794
48,23,609,376,2818,1893,5387,3792
41,19,607,395,2827,1896,5379,3793
32,21,618,384,2825,1890,5387,3786
47,31,601,384,2826,1890,5383,3791
33,22,612,386,2817,1896,5386,3776
49,28,599,390,2815,1895,5380,3773
36,15,614,394,2821,1898,5383,3774
29,17,607,383,2825,1889,5394,3793
30,31,609,381,2821,1897,5389,3804
38,24,605,393,2832,1916,5391,3802
37,23,607,393,2831,1906,5385,3803
41,21,613,377,2813,1915,5390,3807
37,31,607,385,2905,1979,5385,3800
38,22,609,381,2911,1986,5390,3792
37,21,614,394,2922,1998,5385,3769
34,20,611,386,2945,2034,5388,3627
33,26,607,400,2959,2043,5379,3640
19,26,619,399,2968,2051,5417,3663
35,29,612,376,2962,2045,5491,3661
50,21,605,387,2969,2049,5414,3626
40,28,601,387,2959,2036,5389,3610
57,26,610,392,2960,2032,5386,3615
33,11,613,390,2963,2031,5389,3612
47,15,615,388,2956,2048,5391,3603
45,20,609,383,2954,2021,5389,3610
41,24,610,390,2948,2042,5384,3615
33,22,608,378,2955,2029,5386,3604
31,19,601,386,2953,2033,5381,3612
52,14,592,397,2955,2031,5385,3600
39,25,596,393,2938,2037,5383,3615
33,21,611,385,2955,2037,5385,3601
34,23,610,376,2967,2036,5387,3594
18,24,604,385,2960,2029,5395,3605
40,22,608,377,2954,2032,5391,3615
30,25,606,390,2959,2025,5382,3617
42,21,600,394,2955,2038,5384,3605
39,22,606,383,2965,2039,5382,3600
29,28,604,379,2964,2037,5382,3611
37,13,612,380,2963,2046,5388,3601
40,37,610,394,2954,2043,5382,3614
49,26,609,392,2956,2054,5391,3607
37,19,605,386,2965,2047,5376,3600
37,25,603,397,2957,2056,5387,3602
37,23,611,383,2979,2073,5378,3609
35,24,610,379,3003,2088,5379,3602
31,25,609,382,2980,2072,5376,3608
37,19,606,398,2990,2066,5380,3598
36,17,608,379,2978,2048,5381,3605
39,17,604,389,2974,2052,5383,3604
35,16,605,386,2980,2058,5380,3601
35,25,609,382,3002,2076,5389,3605
41,26,605,382,3001,2070,5380,3615
65,22,610,390,2991,2090,5380,3602
33,21,609,385,2991,2062,5379,3597
37,29,599,395,2996,2084,5381,3604
42,39,609,380,2993,2083,5376,3600
40,20,606,394,2997,2091,5372,3604
44,13,605,382,3004,2097,5375,3607
34,25,610,389,3002,2090,5380,3603
36,11,616,380,3017,2096,5381,3583
34,35,609,383,3007,2087,5382,3607
32,21,608,393,3011,2108,5383,3601
39,24,617,374,3010,2095,5392,3611
38,28,607,380,3014,2099,5388,3613
37,23,610,390,3000,2105,5391,3603
37,24,604,400,3047,2135,5380,3602
35,24,604,393,3021,2131,5384,3602
36,27,605,384,3032,2135,5383,3600
40,21,606,373,3028,2136,5379,3601
29,40,610,396,3024,2116,5380,3606
33,16,611,382,3021,2112,5385,3596
36,13,617,388,3031,2118,5377,3609
36,20,611,389,3031,2134,5379,3592
36,14,607,390,3041,2122,5391,3606
41,24,594,390,3035,2126,5378,3595
33,19,606,402,3041,2124,5385,3591
34,21,613,383,3033,2126,5384,3599
34,30,608,381,3038,2119,5377,3605
39,18,607,382,3033,2117,5381,3605
29,19,602,384,3028,2114,5382,3588
34,14,614,391,3032,2112,5384,3602
36,16,608,385,3020,2100,5385,3611
37,27,618,396,3033,2113,5380,3601
63,29,607,378,3062,2109,5377,3597
38,24,612,389,3026,2108,5384,3593
37,33,609,382,3022,2101,5389,3604
40,27,620,392,3044,2194,5379,3594
37,20,606,378,3134,2205,5376,3600
31,28,605,389,3125,2221,5378,3596
41,22,609,399,3131,2236,5364,3598
39,40,604,385,3169,2254,5379,3607
36,31,601,384,3155,2248,5388,3607
37,21,602,399,3156,2258,5384,3603
32,32,603,385,3152,2260,5376,3606
42,33,600,404,3152,2257,5385,3599
36,20,611,382,3146,2235,5378,3608
39,25,602,386,3154,2263,5380,3610
38,18,607,397,3156,2250,5379,3605
44,28,588,396,3163,2275,5373,3605
31,25,607,391,3171,2285,5379,3598
37,21,609,391,3170,2288,5377,3602
35,14,605,398,3185,2276,5377,3616
32,20,603,394,3189,2306,5378,3597
43,23,610,385,3188,2299,5376,3594
39,24,608,393,3190,2300,5388,3603
39,25,607,394,3201,2299,5381,3593
34,21,606,383,3203,2315,5374,3594
33,31,605,389,3203,2326,5375,3612
39,25,612,384,3227,2328,5390,3608
24,21,603,393,3213,2354,5382,3602
40,31,607,390,3275,2379,5382,3611
35,18,609,392,3258,2371,5382,3610
40,19,612,396,3262,2391,5379,3602
31,18,603,387,3297,2481,5383,3622
40,22,609,386,3405,2544,5367,3607
32,17,604,382,3421,2558,5380,3610
38,27,615,388,3415,2584,5383,3604
33,25,599,381,3445,2593,5369,3605
27,25,603,390,3463,2595,5381,3596
29,26,613,389,3389,2507,5380,3606
38,15,611,385,3373,2506,5386,3598
32,27,605,383,3374,2512,5384,3599
32,23,597,392,3356,2478,5379,3603
42,18,607,391,3342,2468,5383,3598
33,18,611,383,3335,2453,5372,3606
37,26,605,385,3334,2475,5386,3595
37,15,612,396,3351,2484,5368,3608
37,26,601,390,3335,2451,5381,3593
47,22,608,387,3325,2461,5381,3597
33,19,610,383,3335,2464,5375,3614
35,25,605,388,3321,2436,5380,3600
36,29,601,392,3323,2434,5380,3609
36,23,607,385,3306,2443,5383,3599
45,30,601,387,3312,2450,5382,3604
39,15,606,390,3342,2464,5381,3608
38,23,614,393,3336,2460,5386,3603
43,31,601,389,3355,2480,5384,3593
39,24,607,390,3350,2469,5377,3603
38,21,590,376,3352,2502,5387,3610
36,21,604,397,3348,2502,5383,3611
34,25,604,383,3367,2503,5386,3600
36,22,605,391,3371,2502,5383,3591
37,32,614,396,3377,2502,5391,3609
40,29,605,377,3369,2506,5380,3611
37,18,597,403,3401,2529,5379,3606
38,19,594,389,3405,2561,5377,3597
42,26,604,388,3434,2596,5383,3605
43,21,615,385,3493,2596,5376,3598
38,20,599,387,3449,2583,5370,3592
36,29,604,399,3428,2555,5382,3602
33,29,625,387,3416,2553,5377,3594
38,30,606,387,3414,2556,5373,3595
15,30,608,387,3402,2533,5381,3591
30,18,613,391,3379,2507,5375,3605
43,28,603,380,3369,2506,5367,3597
38,40,607,394,3399,2528,5384,3608
38,30,590,381,3383,2517,5381,3600
37,23,612,384,3374,2507,5378,3611
36,16,604,389,3374,2525,5376,3602
37,26,606,388,3370,2508,5378,3599
36,22,604,390,3358,2477,5382,3609
37,16,607,376,3355,2497,5387,3593
37,31,611,380,3397,2552,5385,3602
42,24,605,383,3421,2541,5377,3605
29,30,602,394,3392,2540,5385,3600
41,19,606,393,3398,2548,5385,3607
29,11,619,386,3418,2552,5383,3615
38,18,608,389,3411,2574,5383,3600
37,42,607,391,3417,2548,5380,3607
36,17,612,388,3413,2541,5380,3604
39,18,608,393,3400,2527,5373,3596
